Event Name,Event Date,Rated,Round,Player 1,Player 2,Result
"TGE Armory Event","March 7, 2024, 7 p.m.","False",1,"Hawks, Dakota (86729596)","Stanley, isaac (67696938)","Player 2 Win"
"TGE Armory Event","March 7, 2024, 7 p.m.","False",2,"Stanley, isaac (67696938)","Lombardo, Gabriel (96352844)","Player 2 Win"
"TGE Armory Event","March 7, 2024, 7 p.m.","False",3,"Stanley, isaac (67696938)","Nelson, Legeand (12173288)","Player 2 Win"
"TGE On-Demand Draft","Feb. 29, 2024, 11 p.m.","False",1,"Stanley, isaac (67696938)","Hawks, Dakota (86729596)","Player 2 Win"
"TGE On-Demand Draft","Feb. 29, 2024, 11 p.m.","False",2,"Stanley, isaac (67696938)","Tharp, Daniel (37218473)","Player 2 Win"
"TGE On-Demand Draft","Feb. 29, 2024, 11 p.m.","False",3,"Stanley, isaac (67696938)","Lansangan, Nathaniel (12242261)","Player 2 Win"
"TGE Armory Event","Feb. 29, 2024, 7 p.m.","False",1,"Hawks, Dakota (86729596)","Stanley, isaac (67696938)","Player 1 Win"
"TGE Armory Event","Feb. 29, 2024, 7 p.m.","False",2,"Stanley, isaac (67696938)","Lombardo, Gabriel (96352844)","Player 2 Win"
"TGE Armory Event","Feb. 29, 2024, 7 p.m.","False",3,"McCoy, Chris (93772277)","Stanley, isaac (67696938)","Player 1 Win"
"TGE On-Demand Draft","Feb. 22, 2024, 10 p.m.","False",1,"Lombardo, Gabriel (96352844)","Stanley, isaac (67696938)","Player 1 Win"
"TGE On-Demand Draft","Feb. 22, 2024, 10 p.m.","False",2,"Stanley, isaac (67696938)","Semones, Zachary (71734921)","Player 1 Win"
"TGE On-Demand Draft","Feb. 22, 2024, 10 p.m.","False",3,"Hawks, Dakota (86729596)","Stanley, isaac (67696938)","Player 2 Win"
"TGE Armory Event","Feb. 22, 2024, 7 p.m.","False",1,"Stanley, isaac (67696938)","Lombardo, Gabriel (96352844)","Player 2 Win"
"TGE Armory Event","Feb. 22, 2024, 7 p.m.","False",2,"Stanley, isaac (67696938)","McCoy, Chris (93772277)","Player 2 Win"
"TGE Armory Event","Feb. 22, 2024, 7 p.m.","False",3,"Richard, Paden (43822525)","Stanley, isaac (67696938)","Player 1 Win"
"TGE Armory Event","Feb. 15, 2024, 7 p.m.","False",1,"Stanley, isaac (67696938)","Hawks, Dakota (86729596)","Player 1 Win"
"TGE Armory Event","Feb. 15, 2024, 7 p.m.","False",2,"Stanley, isaac (67696938)","Semones, Zachary (71734921)","Player 2 Win"
"TGE Armory Event","Feb. 15, 2024, 7 p.m.","False",3,"Stanley, isaac (67696938)","Lansangan, Nathaniel (12242261)","Player 2 Win"
"FAB Squad 3","Feb. 10, 2024, noon","False",1,"Stanley, isaac (67696938)","Baker, Ryan (59467933)","Player 1 Win"
"FAB Squad 3","Feb. 10, 2024, noon","False",2,"Stanley, isaac (67696938)","Weidinger, Chris (11759118)","Player 2 Win"
"FAB Squad 3","Feb. 10, 2024, noon","False",3,"Brushart, Logan (39642565)","Stanley, isaac (67696938)","Player 2 Win"
"FAB Squad 3","Feb. 10, 2024, noon","False",4,"Stanley, isaac (67696938)","Kohls, Matt (33466896)","Player 2 Win"
"FAB Squad 3","Feb. 10, 2024, noon","False",5,"Stanley, isaac (67696938)","Henry, Austin (93817747)","Player 2 Win"
"TGE Armory Event","Feb. 8, 2024, 7 p.m.","False",1,"Tharp, Daniel (37218473)","Stanley, isaac (67696938)","Player 2 Win"
"TGE Armory Event","Feb. 8, 2024, 7 p.m.","False",2,"Stanley, isaac (67696938)","Richard, Paden (43822525)","Player 2 Win"
"TGE Armory Event","Feb. 8, 2024, 7 p.m.","False",3,"Stamper, Patrick (98962536)","Stanley, isaac (67696938)","Player 1 Win"
"TGE On-Demand Draft","Feb. 1, 2024, 11:30 p.m.","False",1,"Lansangan, Nathaniel (12242261)","Stanley, isaac (67696938)","Player 1 Win"
"TGE On-Demand Draft","Feb. 1, 2024, 11:30 p.m.","False",2,"Stamper, Patrick (98962536)","Stanley, isaac (67696938)","Player 1 Win"
"TGE On-Demand Draft","Feb. 1, 2024, 11:30 p.m.","False",3,"McCoy, Chris (93772277)","Stanley, isaac (67696938)","Player 1 Win"
"TGE Armory Event","Feb. 1, 2024, 7 p.m.","False",1,"Stanley, isaac (67696938)","Tharp, Daniel (37218473)","Player 2 Win"
"TGE Armory Event","Feb. 1, 2024, 7 p.m.","False",2,"Stanley, isaac (67696938)","Wilborn, Granvul (95788316)","Player 1 Win"
"TGE Armory Event","Feb. 1, 2024, 7 p.m.","False",3,"Lombardo, Gabriel (96352844)","Stanley, isaac (67696938)","Player 2 Win"
"TGE Heavy Hitters Prerelease 2","Jan. 27, 2024, 6 p.m.","False",1,"Hawks, Dakota (86729596)","Stanley, isaac (67696938)","Player 1 Win"
"TGE Heavy Hitters Prerelease 2","Jan. 27, 2024, 6 p.m.","False",2,"Stamper, Patrick (98962536)","Stanley, isaac (67696938)","Player 1 Win"
"TGE Heavy Hitters Prerelease 2","Jan. 27, 2024, 6 p.m.","False",3,"Stanley, isaac (67696938)","Lansangan, Nathaniel (12242261)","Player 2 Win"
"TGE Heavy Hitters Prerelease","Jan. 27, 2024, 2 p.m.","False",1,"Lansangan, Nathaniel (12242261)","Stanley, isaac (67696938)","Player 1 Win"
"TGE Heavy Hitters Prerelease","Jan. 27, 2024, 2 p.m.","False",2,"Stanley, isaac (67696938)","Lombardo, Gabriel (96352844)","Player 2 Win"
"TGE Heavy Hitters Prerelease","Jan. 27, 2024, 2 p.m.","False",3,"Tharp, Daniel (37218473)","Stanley, isaac (67696938)","Player 1 Win"
"TGE Armory Event","Jan. 25, 2024, 7 p.m.","False",1,"Stanley, isaac (67696938)","Lansangan, Nathaniel (12242261)","Player 1 Win"
"TGE Armory Event","Jan. 25, 2024, 7 p.m.","False",2,"McCoy, Chris (93772277)","Stanley, isaac (67696938)","Player 1 Win"
"TGE Armory Event","Jan. 25, 2024, 7 p.m.","False",3,"Stanley, isaac (67696938)","Stamper, Patrick (98962536)","Player 2 Win"
"TGE Armory Event","Jan. 18, 2024, 7 p.m.","False",1,"Stanley, isaac (67696938)","Semones, Zachary (71734921)","Player 2 Win"
"TGE Armory Event","Jan. 18, 2024, 7 p.m.","False",2,"Lansangan, Nathaniel (12242261)","Stanley, isaac (67696938)","Player 1 Win"
"TGE Armory Event","Jan. 18, 2024, 7 p.m.","False",3,"Stanley, isaac (67696938)","None","Player 1 Win"
"TGE Ultimate Pit Fight","Jan. 16, 2024, 6 p.m.","False",1,"Semones, Zachary (71734921)","Stanley, isaac (67696938)","Player 2 Win"
"Thursday UPF Social Play","Jan. 12, 2024, 4:29 p.m.","False",1,"Stanley, isaac (67696938)","Peters, Michael (13722331)","Player 1 Win"
"TGE Armory Event","Jan. 11, 2024, 7 p.m.","False",1,"Lansangan, Nathaniel (12242261)","Stanley, isaac (67696938)","Player 1 Win"
"TGE Armory Event","Jan. 11, 2024, 7 p.m.","False",2,"Stanley, isaac (67696938)","Lombardo, Gabriel (96352844)","Player 2 Win"
"TGE Armory Event","Jan. 11, 2024, 7 p.m.","False",3,"Tharp, Daniel (37218473)","Stanley, isaac (67696938)","Player 2 Win"
"SUN 900 PTI - SCG CON Cincinnati","Jan. 7, 2024, 9 a.m.","False",1,"Rich, Ryan (61268882)","Stanley, isaac (67696938)","Player 1 Win"
"SUN 900 PTI - SCG CON Cincinnati","Jan. 7, 2024, 9 a.m.","False",2,"Stanley, isaac (67696938)","Jacks, Jayson (65481736)","Player 2 Win"
"SUN 900 PTI - SCG CON Cincinnati","Jan. 7, 2024, 9 a.m.","False",3,"Durham, Larry (32354778)","Stanley, isaac (67696938)","Player 2 Win"
"SUN 900 PTI - SCG CON Cincinnati","Jan. 7, 2024, 9 a.m.","False",4,"Lombardo, Gabriel (96352844)","Stanley, isaac (67696938)","Player 1 Win"
"SUN 900 PTI - SCG CON Cincinnati","Jan. 7, 2024, 9 a.m.","False",5,"Stanley, isaac (67696938)","hampson, Jacob (46224632)","Player 2 Win"
"SUN 900 PTI - SCG CON Cincinnati","Jan. 7, 2024, 9 a.m.","False",6,"Stevenson, Devin (22975731)","Stanley, isaac (67696938)","Player 2 Win"
"SUN 900 PTI - SCG CON Cincinnati","Jan. 7, 2024, 9 a.m.","False",7,"Fiefhaus, Silas (47612675)","Stanley, isaac (67696938)","Player 1 Win"
"SAT 900 Battle Hardened - SCG CON Cincinnati","Jan. 6, 2024, 9 a.m.","True",1,"STELL, SEAN (66211216)","Stanley, isaac (67696938)","Player 1 Win"
"SAT 900 Battle Hardened - SCG CON Cincinnati","Jan. 6, 2024, 9 a.m.","True",2,"Stanley, isaac (67696938)","Jones, Douglas (69329265)","Player 1 Win"
"SAT 900 Battle Hardened - SCG CON Cincinnati","Jan. 6, 2024, 9 a.m.","True",3,"Faris, Mara (57899695)","Stanley, isaac (67696938)","Player 1 Win"
"SAT 900 Battle Hardened - SCG CON Cincinnati","Jan. 6, 2024, 9 a.m.","True",4,"Stanley, isaac (67696938)","Michaud, Jonathan (58429935)","Player 1 Win"
"SAT 900 Battle Hardened - SCG CON Cincinnati","Jan. 6, 2024, 9 a.m.","True",5,"Rich, Ryan (61268882)","Stanley, isaac (67696938)","Player 1 Win"
"SAT 900 Battle Hardened - SCG CON Cincinnati","Jan. 6, 2024, 9 a.m.","True",6,"Roth, Gabe (38882847)","Stanley, isaac (67696938)","Player 1 Win"
"SAT 900 Battle Hardened - SCG CON Cincinnati","Jan. 6, 2024, 9 a.m.","True",7,"Stanley, isaac (67696938)","Sexton, Robert (67645478)","Player 1 Win"
"SAT 900 Battle Hardened - SCG CON Cincinnati","Jan. 6, 2024, 9 a.m.","True",8,"Giles, Summer (52115879)","Stanley, isaac (67696938)","Player 1 Win"
"TGE Flesh and Blood Armory","Jan. 4, 2024, 7 p.m.","False",1,"Richard, Paden (43822525)","Stanley, isaac (67696938)","Player 1 Win"
"TGE Flesh and Blood Armory","Jan. 4, 2024, 7 p.m.","False",2,"Hawks, Dakota (86729596)","Stanley, isaac (67696938)","Player 2 Win"
"TGE Flesh and Blood Armory","Jan. 4, 2024, 7 p.m.","False",3,"Stanley, isaac (67696938)","Lansangan, Nathaniel (12242261)","Player 1 Win"
"TGE Flesh and Blood Armory","Dec. 28, 2023, 7 p.m.","False",1,"Lombardo, Gabriel (96352844)","Stanley, isaac (67696938)","Player 2 Win"
"TGE Flesh and Blood Armory","Dec. 28, 2023, 7 p.m.","False",2,"Stanley, isaac (67696938)","Stamper, Patrick (98962536)","Player 2 Win"
"TGE Flesh and Blood Armory","Dec. 28, 2023, 7 p.m.","False",3,"Hawks, Dakota (86729596)","Stanley, isaac (67696938)","Player 1 Win"
"TGE Flesh and Blood Armory","Dec. 21, 2023, 7 p.m.","False",1,"Hawks, Dakota (86729596)","Stanley, isaac (67696938)","Player 2 Win"
"TGE Flesh and Blood Armory","Dec. 21, 2023, 7 p.m.","False",2,"Lansangan, Nathaniel (12242261)","Stanley, isaac (67696938)","Player 1 Win"
"TGE Flesh and Blood Armory","Dec. 21, 2023, 7 p.m.","False",3,"Stanley, isaac (67696938)","Lombardo, Gabriel (96352844)","Player 1 Win"
"TGE Flesh and Blood Armory","Dec. 14, 2023, 7 p.m.","False",1,"Stamper, Patrick (98962536)","Stanley, isaac (67696938)","Player 1 Win"
"TGE Flesh and Blood Armory","Dec. 14, 2023, 7 p.m.","False",2,"Stanley, isaac (67696938)","None","Player 1 Win"
"TGE Flesh and Blood Armory","Dec. 14, 2023, 7 p.m.","False",3,"Peters, Michael (13722331)","Stanley, isaac (67696938)","Player 1 Win"
"TGE Skirmish - Season 8","Dec. 9, 2023, noon","False",1,"Lombardo, Gabriel (96352844)","Stanley, isaac (67696938)","Player 2 Win"
"TGE Skirmish - Season 8","Dec. 9, 2023, noon","False",2,"Stanley, isaac (67696938)","Tharp, Daniel (37218473)","Player 1 Win"
"TGE Skirmish - Season 8","Dec. 9, 2023, noon","False",3,"Barger, Bryan (95315499)","Stanley, isaac (67696938)","Player 2 Win"
"TGE Flesh & Blood Armory","Dec. 7, 2023, 7 p.m.","False",1,"Tharp, Daniel (37218473)","Stanley, isaac (67696938)","Player 2 Win"
"TGE Flesh & Blood Armory","Dec. 7, 2023, 7 p.m.","False",2,"Stamper, Patrick (98962536)","Stanley, isaac (67696938)","Player 2 Win"
"TGE Flesh & Blood Armory","Dec. 7, 2023, 7 p.m.","False",3,"Stanley, isaac (67696938)","Barger, Bryan (95315499)","Player 2 Win"
"$10k Brawl","Dec. 2, 2023, 12:16 a.m.","False",1,"Stanley, isaac (67696938)","Grabow, TCGTed (62238898)","Player 2 Win"
"$10k Brawl","Dec. 2, 2023, 12:16 a.m.","False",2,"Stanley, isaac (67696938)","Henderson, Andrew (65499188)","Player 1 Win"
"$10k Brawl","Dec. 2, 2023, 12:16 a.m.","False",3,"Caplinger, Jakob (18758729)","Stanley, isaac (67696938)","Player 2 Win"
"$10k Brawl","Dec. 2, 2023, 12:16 a.m.","False",4,"Bracamontes, Ed (78561838)","Stanley, isaac (67696938)","Player 2 Win"
"$10k Brawl","Dec. 2, 2023, 12:16 a.m.","False",5,"Knight, Edward (25132425)","Stanley, isaac (67696938)","Player 2 Win"
"$10k Brawl","Dec. 2, 2023, 12:16 a.m.","False",6,"Baker, Ryan (59467933)","Stanley, isaac (67696938)","Player 1 Win"
"$10k Brawl","Dec. 2, 2023, 12:16 a.m.","False",7,"Holmes, Eric (63962153)","Stanley, isaac (67696938)","Player 2 Win"
"$10k Brawl","Dec. 2, 2023, 12:16 a.m.","False",8,"Hendricks, Tommy (56866858)","Stanley, isaac (67696938)","Player 1 Win"
"$20k Invitational","Dec. 1, 2023, 12:14 a.m.","False",1,"Stanley, isaac (67696938)","Brummett, Chris (55982578)","Player 1 Win"
"$20k Invitational","Dec. 1, 2023, 12:14 a.m.","False",2,"Feng, Michael (51553785)","Stanley, isaac (67696938)","Player 2 Win"
"$20k Invitational","Dec. 1, 2023, 12:14 a.m.","False",3,"Johnson, Mark (23894321)","Stanley, isaac (67696938)","Player 1 Win"
"$20k Invitational","Dec. 1, 2023, 12:14 a.m.","False",4,"Stanley, isaac (67696938)","Faris, Mara (57899695)","Player 2 Win"
"$20k Invitational","Dec. 1, 2023, 12:14 a.m.","False",5,"bithell, jamie (91847634)","Stanley, isaac (67696938)","Player 1 Win"
"$20k Invitational","Dec. 1, 2023, 12:14 a.m.","False",6,"Stanley, isaac (67696938)","Bodee, Roger (87757911)","Player 1 Win"
"$20k Invitational","Dec. 1, 2023, 12:14 a.m.","False",7,"Oswald, Lucas (73894792)","Stanley, isaac (67696938)","Player 1 Win"
"TGE Flesh & Blood Armory Event","Nov. 30, 2023, 7 p.m.","False",1,"Stanley, isaac (67696938)","Stamper, Patrick (98962536)","Player 2 Win"
"TGE Flesh & Blood Armory Event","Nov. 30, 2023, 7 p.m.","False",2,"Stanley, isaac (67696938)","Barger, Bryan (95315499)","Player 2 Win"
"TGE Flesh & Blood Armory Event","Nov. 30, 2023, 7 p.m.","False",3,"Lombardo, Gabriel (96352844)","Stanley, isaac (67696938)","Player 2 Win"
"TGE Flesh & Blood Armory Event","Nov. 16, 2023, 7 p.m.","False",1,"Stanley, isaac (67696938)","Tharp, Daniel (37218473)","Player 2 Win"
"TGE Flesh & Blood Armory Event","Nov. 16, 2023, 7 p.m.","False",2,"Hawks, Dakota (86729596)","Stanley, isaac (67696938)","Player 2 Win"
"TGE Flesh & Blood Armory Event","Nov. 16, 2023, 7 p.m.","False",3,"Stanley, isaac (67696938)","Lombardo, Gabriel (96352844)","Player 2 Win"
"TGE Flesh & Blood Armory Event","Nov. 9, 2023, 7 p.m.","False",1,"Lansangan, Nathaniel (12242261)","Stanley, isaac (67696938)","Player 2 Win"
"TGE Flesh & Blood Armory Event","Nov. 9, 2023, 7 p.m.","False",2,"Stanley, isaac (67696938)","Tharp, Daniel (37218473)","Player 1 Win"
"TGE Flesh & Blood Armory Event","Nov. 9, 2023, 7 p.m.","False",3,"Stanley, isaac (67696938)","Lombardo, Gabriel (96352844)","Player 2 Win"
"TGE Flesh & Blood Armory Event","Nov. 2, 2023, 7 p.m.","False",1,"Stamper, Patrick (98962536)","Stanley, isaac (67696938)","Player 2 Win"
"TGE Flesh & Blood Armory Event","Nov. 2, 2023, 7 p.m.","False",2,"Stanley, isaac (67696938)","Richard, Paden (43822525)","Player 1 Win"
"TGE Flesh & Blood Armory Event","Nov. 2, 2023, 7 p.m.","False",3,"Hawks, Dakota (86729596)","Stanley, isaac (67696938)","Player 1 Win"
"TGE RTI ($20K Qualifier)","Oct. 29, 2023, noon","False",1,"Wilborn, Granvul (95788316)","Stanley, isaac (67696938)","Player 2 Win"
"TGE Flesh and Blood Armory Event","Oct. 26, 2023, 7 p.m.","False",1,"Richard, Paden (43822525)","Stanley, isaac (67696938)","Player 1 Win"
"TGE Flesh and Blood Armory Event","Oct. 26, 2023, 7 p.m.","False",2,"Stanley, isaac (67696938)","Lombardo, Gabriel (96352844)","Player 1 Win"
"TGE Flesh and Blood Armory Event","Oct. 26, 2023, 7 p.m.","False",3,"Stamper, Patrick (98962536)","Stanley, isaac (67696938)","Player 2 Win"
"pro quest","Oct. 22, 2023, 1 p.m.","True",1,"Stanley, isaac (67696938)","Franks, Michael (26933478)","Player 1 Win"
"pro quest","Oct. 22, 2023, 1 p.m.","True",2,"McCoy, Dean (29282333)","Stanley, isaac (67696938)","Player 2 Win"
"pro quest","Oct. 22, 2023, 1 p.m.","True",3,"Stanley, isaac (67696938)","Isaacs, Holden (26142484)","Player 1 Win"
"pro quest","Oct. 22, 2023, 1 p.m.","True",4,"Stanley, isaac (67696938)","Nilsson, Ted (82232631)","Player 2 Win"
"pro quest","Oct. 22, 2023, 1 p.m.","True",1,"Stanley, isaac (67696938)","Franks, Marit (22323798)","Player 1 Win"
"pro quest","Oct. 22, 2023, 1 p.m.","True",2,"Nilsson, Ted (82232631)","Stanley, isaac (67696938)","Player 1 Win"
"Epic Loot Games Pro Quest 4 Draft","Oct. 21, 2023, noon","True",1,"Stanley, isaac (67696938)","Borns, Alex (18418311)","Player 1 Win"
"Epic Loot Games Pro Quest 4 Draft","Oct. 21, 2023, noon","True",2,"Levy, Douglas (92834361)","Stanley, isaac (67696938)","Player 1 Win"
"Epic Loot Games Pro Quest 4 Draft","Oct. 21, 2023, noon","True",3,"Carden, Alyssa (13651875)","Stanley, isaac (67696938)","Player 1 Win"
"Epic Loot Games Pro Quest 4 Draft","Oct. 21, 2023, noon","True",4,"Stanley, isaac (67696938)","Powell, Justin (68154997)","Player 1 Win"
"Epic Loot Games Pro Quest 4 Draft","Oct. 21, 2023, noon","True",5,"Steele, Nicholas (45755586)","Stanley, isaac (67696938)","Player 1 Win"
"Epic Loot Games Pro Quest 4 Draft","Oct. 21, 2023, noon","True",6,"Stanley, isaac (67696938)","Merold, Brett (33728773)","Player 2 Win"
"TGE Flesh and Blood Armory Event","Oct. 19, 2023, 7 p.m.","False",1,"Lansangan, Nathaniel (12242261)","Stanley, isaac (67696938)","Player 2 Win"
"TGE Flesh and Blood Armory Event","Oct. 19, 2023, 7 p.m.","False",2,"Hawks, Dakota (86729596)","Stanley, isaac (67696938)","Player 2 Win"
"TGE Flesh and Blood Armory Event","Oct. 19, 2023, 7 p.m.","False",3,"Stamper, Patrick (98962536)","Stanley, isaac (67696938)","Player 1 Win"
"TGE Flesh and Blood Armory Event","Oct. 12, 2023, 7 p.m.","False",1,"Stanley, isaac (67696938)","Hawks, Dakota (86729596)","Player 2 Win"
"TGE Flesh and Blood Armory Event","Oct. 12, 2023, 7 p.m.","False",2,"Lombardo, Gabriel (96352844)","Stanley, isaac (67696938)","Player 2 Win"
"TGE Flesh and Blood Armory Event","Oct. 12, 2023, 7 p.m.","False",3,"Richard, Paden (43822525)","Stanley, isaac (67696938)","Player 2 Win"
"Weekly Armory at Gr8r Gaming!","Oct. 7, 2023, 6:30 p.m.","False",1,"Underwood, Jonathan (14544599)","Stanley, isaac (67696938)","Player 1 Win"
"Weekly Armory at Gr8r Gaming!","Oct. 7, 2023, 6:30 p.m.","False",2,"Harper, Anthony (44672371)","Stanley, isaac (67696938)","Player 1 Win"
"Weekly Armory at Gr8r Gaming!","Oct. 7, 2023, 6:30 p.m.","False",3,"Shaffer, Justin (34856571)","Stanley, isaac (67696938)","Player 2 Win"
"TGE Flesh and Blood Armory Event","Oct. 5, 2023, 7 p.m.","False",1,"Stanley, isaac (67696938)","Hawks, Dakota (86729596)","Player 2 Win"
"TGE Flesh and Blood Armory Event","Oct. 5, 2023, 7 p.m.","False",2,"Semones, Zachary (71734921)","Stanley, isaac (67696938)","Player 1 Win"
"TGE Flesh and Blood Armory Event","Oct. 5, 2023, 7 p.m.","False",3,"Stanley, isaac (67696938)","Lombardo, Gabriel (96352844)","Player 1 Win"
"TGE Bright Lights Prerelease","Oct. 2, 2023, 6 p.m.","False",1,"Hill, Terrence (84624996)","Stanley, isaac (67696938)","Draw"
"TGE Bright Lights Prerelease","Oct. 2, 2023, 6 p.m.","False",2,"Tharp, Daniel (37218473)","Stanley, isaac (67696938)","Player 2 Win"
"TGE Bright Lights Prerelease","Oct. 2, 2023, 6 p.m.","False",3,"Hawks, Dakota (86729596)","Stanley, isaac (67696938)","Player 2 Win"
"TGE Flesh & Blood Armory Event","Sept. 28, 2023, 7 p.m.","False",1,"Lansangan, Nathaniel (12242261)","Stanley, isaac (67696938)","Player 1 Win"
"TGE Flesh & Blood Armory Event","Sept. 28, 2023, 7 p.m.","False",2,"Hawks, Dakota (86729596)","Stanley, isaac (67696938)","Player 2 Win"
"TGE Flesh & Blood Armory Event","Sept. 28, 2023, 7 p.m.","False",3,"Mcwhorter, Justin (51626117)","Stanley, isaac (67696938)","Player 2 Win"
"TGE Flesh & Blood Armory Event","Sept. 21, 2023, 7 p.m.","False",1,"Stanley, isaac (67696938)","Stamper, Patrick (98962536)","Player 1 Win"
"TGE Flesh & Blood Armory Event","Sept. 21, 2023, 7 p.m.","False",2,"Stanley, isaac (67696938)","Hawks, Dakota (86729596)","Player 2 Win"
"TGE Flesh & Blood Armory Event","Sept. 21, 2023, 7 p.m.","False",3,"Stanley, isaac (67696938)","Lansangan, Nathaniel (12242261)","Player 2 Win"
"Welcome to FAB at Gr8r Gaming!","Sept. 16, 2023, 6:30 p.m.","False",1,"Stanley, isaac (67696938)","Shaffer, Justin (34856571)","Player 2 Win"
"Welcome to FAB at Gr8r Gaming!","Sept. 16, 2023, 6:30 p.m.","False",2,"Stanley, isaac (67696938)","None","Player 1 Win"
"Welcome to FAB at Gr8r Gaming!","Sept. 16, 2023, 6:30 p.m.","False",3,"Underwood, Jonathan (14544599)","Stanley, isaac (67696938)","Player 1 Win"
