Event Name,Event Date,Rated,Round,Player 1,Player 2,Result
"Thursday Flesh and Blood Locals","Oct. 28, 2022, 10:26 a.m.","False",2,"Branham, Wayne (68971586)","Stanley, isaac (67696938)","Player 1 Win"
"Thursday Flesh and Blood Locals","Oct. 28, 2022, 10:26 a.m.","False",3,"Tharp, Daniel (37218473)","Stanley, isaac (67696938)","Player 2 Win"
"Thursday Flesh and Blood Locals","Oct. 28, 2022, 10:26 a.m.","False",4,"Stanley, isaac (67696938)","Pence, Jon (68664935)","Player 1 Win"
"Fall Brawl $10k Battle Hardened","Oct. 22, 2022, 8 a.m.","True",1,"Stanley, isaac (67696938)","Roose, Brandon (72935671)","Player 2 Win"
"Fall Brawl $10k Battle Hardened","Oct. 22, 2022, 8 a.m.","True",2,"Stanley, isaac (67696938)","Beni, Nathan (85487873)","Player 2 Win"
"Fall Brawl $10k Battle Hardened","Oct. 22, 2022, 8 a.m.","True",3,"Stanley, isaac (67696938)","Garnsay, Curt (47897467)","Player 1 Win"
"Fall Brawl $10k Battle Hardened","Oct. 22, 2022, 8 a.m.","True",4,"Durci, Matthew (66581264)","Stanley, isaac (67696938)","Player 2 Win"
"Fall Brawl $10k Battle Hardened","Oct. 22, 2022, 8 a.m.","True",5,"Dando, Sam (14163634)","Stanley, isaac (67696938)","Player 2 Win"
"Fall Brawl $10k Battle Hardened","Oct. 22, 2022, 8 a.m.","True",6,"Bugoci, Anthony (82239831)","Stanley, isaac (67696938)","Player 1 Win"
"Fall Brawl $10k Battle Hardened","Oct. 22, 2022, 8 a.m.","True",7,"Stanley, isaac (67696938)","Feezor, Connor (56386697)","Player 2 Win"
"Fall Brawl $10k Battle Hardened","Oct. 22, 2022, 8 a.m.","True",8,"Stanley, isaac (67696938)","Sayasith, Peyton (34465746)","Player 2 Win"
"Thursday Flesh and Blood Locals","Oct. 7, 2022, 9:39 a.m.","False",1,"Tharp, Daniel (37218473)","Stanley, isaac (67696938)","Player 2 Win"
"Thursday Flesh and Blood Locals","Oct. 7, 2022, 9:39 a.m.","False",2,"Stanley, isaac (67696938)","Hoskins, Michael (17338373)","Player 2 Win"
"Thursday Flesh and Blood Locals","Oct. 7, 2022, 9:39 a.m.","False",3,"Stanley, isaac (67696938)","Stamper, Patrick (98962536)","Player 2 Win"
"Thursday Flesh and Blood Locals","Sept. 29, 2022, 6:30 p.m.","False",1,"Stanley, isaac (67696938)","Hoskins, Michael (17338373)","Player 2 Win"
"Thursday Flesh and Blood Locals","Sept. 29, 2022, 6:30 p.m.","False",2,"Stanley, isaac (67696938)","None","Player 1 Win"
"Thursday Flesh and Blood Locals","Sept. 29, 2022, 6:30 p.m.","False",3,"Orr, Robert (58615171)","Stanley, isaac (67696938)","Player 1 Win"
"Thursday Flesh and Blood Locals","Sept. 29, 2022, 6:30 p.m.","False",4,"Stanley, isaac (67696938)","Foster, Cory (24733637)","Player 2 Win"
"SUN 1500 Blitz - US Nationals","Sept. 25, 2022, 3 p.m.","False",1,"Stanley, isaac (67696938)","Ferrara, Daniel (14122841)","Player 2 Win"
"SUN 1500 Blitz - US Nationals","Sept. 25, 2022, 3 p.m.","False",2,"Hannan, Joshua (35565283)","Stanley, isaac (67696938)","Player 1 Win"
"SUN 1500 Blitz - US Nationals","Sept. 25, 2022, 3 p.m.","False",3,"Marks, Kyra (29835674)","Stanley, isaac (67696938)","Player 1 Win"
"SUN 1500 Blitz - US Nationals","Sept. 25, 2022, 3 p.m.","False",4,"Casares, Dylan (11522599)","Stanley, isaac (67696938)","Player 1 Win"
"SUN 0900 Classic Constructed+ - US Nationals","Sept. 25, 2022, 9 a.m.","False",1,"Puskas, Anthony (52455262)","Stanley, isaac (67696938)","Player 1 Win"
"SUN 0900 Classic Constructed+ - US Nationals","Sept. 25, 2022, 9 a.m.","False",2,"Werner, Jeremy (48357356)","Stanley, isaac (67696938)","Player 1 Win"
"SUN 0900 Classic Constructed+ - US Nationals","Sept. 25, 2022, 9 a.m.","False",3,"Stanley, isaac (67696938)","hodge, Caleb (75523316)","Player 2 Win"
"SUN 0900 Classic Constructed+ - US Nationals","Sept. 25, 2022, 9 a.m.","False",4,"Love, Cole (34262358)","Stanley, isaac (67696938)","Player 1 Win"
"Calling: Charlotte","Sept. 24, 2022, 10 a.m.","True",1,"Cousillas, Daniel (78851488)","Stanley, isaac (67696938)","Player 1 Win"
"Calling: Charlotte","Sept. 24, 2022, 10 a.m.","True",2,"Stanley, isaac (67696938)","Dunlap, Kirk (97561269)","Player 2 Win"
"Calling: Charlotte","Sept. 24, 2022, 10 a.m.","True",3,"Stanley, isaac (67696938)","Self, Jordan (16929683)","Player 2 Win"
"Calling: Charlotte","Sept. 24, 2022, 10 a.m.","True",4,"Gonzales, Geoffrey (33539834)","Stanley, isaac (67696938)","Player 2 Win"
"Calling: Charlotte","Sept. 24, 2022, 10 a.m.","True",5,"anable, aiden (32526912)","Stanley, isaac (67696938)","Player 1 Win"
"Calling: Charlotte","Sept. 24, 2022, 10 a.m.","True",6,"Stanley, isaac (67696938)","Carr, G. Morris (62768143)","Player 1 Win"
"Calling: Charlotte","Sept. 24, 2022, 10 a.m.","True",7,"Nakata, Jason (55737786)","Stanley, isaac (67696938)","Player 1 Win"
"FRI 1230 Classic Constructed - US Nationals","Sept. 23, 2022, 12:30 p.m.","False",1,"Hagewood, Dayna (42879897)","Stanley, isaac (67696938)","Player 1 Win"
"FRI 1230 Classic Constructed - US Nationals","Sept. 23, 2022, 12:30 p.m.","False",2,"Stanley, isaac (67696938)","Harris, Logan (41831566)","Player 1 Win"
"FRI 1230 Classic Constructed - US Nationals","Sept. 23, 2022, 12:30 p.m.","False",3,"Benton, Jonathan (48641423)","Stanley, isaac (67696938)","Player 1 Win"
"FRI 1230 Classic Constructed - US Nationals","Sept. 23, 2022, 12:30 p.m.","False",4,"Hamelin, Artie (47652398)","Stanley, isaac (67696938)","Player 1 Win"
"Midweek Armory","Sept. 22, 2022, 7 p.m.","False",1,"Stanley, isaac (67696938)","Payne, Chandler (55621139)","Player 1 Win"
"Midweek Armory","Sept. 22, 2022, 7 p.m.","False",2,"Stanley, isaac (67696938)","Mitchell, Greg (88166473)","Player 2 Win"
"Midweek Armory","Sept. 22, 2022, 7 p.m.","False",3,"Stanley, isaac (67696938)","Arthur, James (26464458)","Player 1 Win"
"Midweek Armory","Sept. 22, 2022, 7 p.m.","False",4,"Stanley, isaac (67696938)","Hawks, Dakota (86729596)","Player 2 Win"
"Thursday Flesh and Blood Locals","Sept. 16, 2022, 10 a.m.","False",1,"Stamper, Patrick (98962536)","Stanley, isaac (67696938)","Player 1 Win"
"Thursday Flesh and Blood Locals","Sept. 16, 2022, 10 a.m.","False",2,"Orr, Robert (58615171)","Stanley, isaac (67696938)","Player 1 Win"
"Thursday Flesh and Blood Locals","Sept. 16, 2022, 10 a.m.","False",3,"Stanley, isaac (67696938)","Richard, Paden (43822525)","Player 2 Win"
"Thursday Flesh and Blood Locals","Sept. 8, 2022, 6:30 a.m.","False",1,"Stanley, isaac (67696938)","Hoskins, Michael (17338373)","Player 2 Win"
"Thursday Flesh and Blood Locals","Sept. 8, 2022, 6:30 a.m.","False",2,"Stanley, isaac (67696938)","Orr, Robert (58615171)","Player 2 Win"
"Thursday Flesh and Blood Locals","Sept. 8, 2022, 6:30 a.m.","False",3,"Adame, Jake (77293168)","Stanley, isaac (67696938)","Player 2 Win"
"SUN Battle Hardened (Classic Constructed) - SCG CON Columbus","Sept. 4, 2022, 9:30 a.m.","True",1,"Stanley, isaac (67696938)","Hon, Alex (61166994)","Player 2 Win"
"SUN Battle Hardened (Classic Constructed) - SCG CON Columbus","Sept. 4, 2022, 9:30 a.m.","True",2,"Utley, Jamie (72445673)","Stanley, isaac (67696938)","Player 2 Win"
"SUN Battle Hardened (Classic Constructed) - SCG CON Columbus","Sept. 4, 2022, 9:30 a.m.","True",3,"Perkins, Dustin (18884216)","Stanley, isaac (67696938)","Player 2 Win"
"SUN Battle Hardened (Classic Constructed) - SCG CON Columbus","Sept. 4, 2022, 9:30 a.m.","True",4,"Spalding, Cody (97371719)","Stanley, isaac (67696938)","Player 2 Win"
"SUN Battle Hardened (Classic Constructed) - SCG CON Columbus","Sept. 4, 2022, 9:30 a.m.","True",5,"laufenberg, Peyton (77661134)","Stanley, isaac (67696938)","Player 1 Win"
"SUN Battle Hardened (Classic Constructed) - SCG CON Columbus","Sept. 4, 2022, 9:30 a.m.","True",6,"Stanley, isaac (67696938)","Simmons, Charles (12285563)","Player 2 Win"
"US Nationals Last Chance Qualifier SCG CON Columbus","Sept. 3, 2022, 9 a.m.","False",1,"Stanley, isaac (67696938)","Utley, Jamie (72445673)","Player 1 Win"
"US Nationals Last Chance Qualifier SCG CON Columbus","Sept. 3, 2022, 9 a.m.","False",2,"laufenberg, Peyton (77661134)","Stanley, isaac (67696938)","Player 1 Win"
"US Nationals Last Chance Qualifier SCG CON Columbus","Sept. 3, 2022, 9 a.m.","False",3,"Stanley, isaac (67696938)","Fox, Sean (65753293)","Player 1 Win"
"US Nationals Last Chance Qualifier SCG CON Columbus","Sept. 3, 2022, 9 a.m.","False",4,"Stanley, isaac (67696938)","Caraher, Steven (87266114)","Player 2 Win"
"US Nationals Last Chance Qualifier SCG CON Columbus","Sept. 3, 2022, 9 a.m.","False",5,"Hon, Alex (61166994)","Stanley, isaac (67696938)","Player 1 Win"
"US Nationals Last Chance Qualifier SCG CON Columbus","Sept. 3, 2022, 9 a.m.","False",6,"Stanley, isaac (67696938)","Blowey, Mitchell (64811924)","Player 1 Win"
"Thursday Flesh and Blood Locals","Sept. 2, 2022, 8:48 a.m.","False",1,"Stanley, isaac (67696938)","Hawks, Dakota (86729596)","Player 2 Win"
"Thursday Flesh and Blood Locals","Sept. 2, 2022, 8:48 a.m.","False",2,"Stanley, isaac (67696938)","Richard, Paden (43822525)","Player 2 Win"
"Thursday Flesh and Blood Locals","Sept. 2, 2022, 8:48 a.m.","False",3,"Stamper, Patrick (98962536)","Stanley, isaac (67696938)","Player 1 Win"
"Thursday Flesh and Blood Locals","Sept. 2, 2022, 8:48 a.m.","False",4,"Tharp, Daniel (37218473)","Stanley, isaac (67696938)","Player 1 Win"
"Sunday On-Demand CC","Aug. 28, 2022, 5 p.m.","False",1,"Branham, Wayne (68971586)","Stanley, isaac (67696938)","Player 1 Win"
"Sunday On-Demand CC","Aug. 28, 2022, 5 p.m.","False",2,"Stanley, isaac (67696938)","Hoskins, Michael (17338373)","Player 2 Win"
"Sunday On-Demand CC","Aug. 28, 2022, 5 p.m.","False",3,"Hawks, Dakota (86729596)","Stanley, isaac (67696938)","Player 2 Win"
"Thursday Flesh and Blood Locals","Aug. 26, 2022, 12:28 p.m.","False",1,"Stamper, Patrick (98962536)","Stanley, isaac (67696938)","Player 1 Win"
"Thursday Flesh and Blood Locals","Aug. 26, 2022, 12:28 p.m.","False",2,"Branham, Wayne (68971586)","Stanley, isaac (67696938)","Player 1 Win"
"Thursday Flesh and Blood Locals","Aug. 26, 2022, 12:28 p.m.","False",3,"Stanley, isaac (67696938)","None","Player 1 Win"
"Thursday Flesh and Blood Locals","Aug. 26, 2022, 8:59 a.m.","False",1,"Stanley, isaac (67696938)","None","Player 1 Win"
"Thursday Flesh and Blood Locals","Aug. 26, 2022, 8:59 a.m.","False",2,"Stanley, isaac (67696938)","Tharp, Daniel (37218473)","Player 1 Win"
"Thursday Flesh and Blood Locals","Aug. 26, 2022, 8:59 a.m.","False",3,"Stanley, isaac (67696938)","Stamper, Patrick (98962536)","Player 1 Win"
"Draft on demand","Aug. 12, 2022, 2:11 p.m.","False",1,"Stanley, isaac (67696938)","Semones, Zachary (71734921)","Player 2 Win"
"Draft on demand","Aug. 12, 2022, 2:11 p.m.","False",2,"Stanley, isaac (67696938)","Hoskins, Michael (17338373)","Player 1 Win"
"Draft on demand","Aug. 12, 2022, 2:11 p.m.","False",3,"Stamper, Patrick (98962536)","Stanley, isaac (67696938)","Player 1 Win"
"Thursday Flesh and Blood Locals","Aug. 12, 2022, 10:29 a.m.","False",1,"Stanley, isaac (67696938)","Semones, Zachary (71734921)","Player 1 Win"
"Thursday Flesh and Blood Locals","Aug. 12, 2022, 10:29 a.m.","False",2,"Stanley, isaac (67696938)","hodge, Caleb (75523316)","Player 2 Win"
"Thursday Flesh and Blood Locals","Aug. 12, 2022, 10:29 a.m.","False",3,"Stanley, isaac (67696938)","Hoskins, Michael (17338373)","Player 2 Win"
"Thursday Flesh and Blood Locals","Aug. 12, 2022, 10:29 a.m.","False",4,"Branham, Wayne (68971586)","Stanley, isaac (67696938)","Player 2 Win"
"Draft on demand","Aug. 5, 2022, 4:46 p.m.","False",1,"Stanley, isaac (67696938)","Hoskins, Michael (17338373)","Player 2 Win"
"Draft on demand","Aug. 5, 2022, 4:46 p.m.","False",2,"Stanley, isaac (67696938)","Orr, Robert (58615171)","Player 1 Win"
"Draft on demand","Aug. 5, 2022, 4:46 p.m.","False",3,"Stamper, Patrick (98962536)","Stanley, isaac (67696938)","Player 1 Win"
"Draft on demand","Aug. 5, 2022, 3:19 p.m.","False",1,"Stanley, isaac (67696938)","Orr, Robert (58615171)","Player 2 Win"
"Draft on demand","Aug. 5, 2022, 3:19 p.m.","False",2,"Stanley, isaac (67696938)","Hoskins, Michael (17338373)","Player 2 Win"
"Draft on demand","Aug. 5, 2022, 3:19 p.m.","False",3,"Ward, John (24272686)","Stanley, isaac (67696938)","Player 2 Win"
"Thursday Flesh and Blood Locals","Aug. 5, 2022, 9:43 a.m.","False",1,"Stanley, isaac (67696938)","Ward, John (24272686)","Player 1 Win"
"Thursday Flesh and Blood Locals","Aug. 5, 2022, 9:43 a.m.","False",2,"Stanley, isaac (67696938)","Hawks, Dakota (86729596)","Player 1 Win"
"Thursday Flesh and Blood Locals","Aug. 5, 2022, 9:43 a.m.","False",3,"Stamper, Patrick (98962536)","Stanley, isaac (67696938)","Player 1 Win"
"Thursday Flesh and Blood Locals","Aug. 5, 2022, 9:43 a.m.","False",4,"Stanley, isaac (67696938)","Tharp, Daniel (37218473)","Player 2 Win"
"Sunday On-Demand CC","Aug. 1, 2022, 9:34 a.m.","False",1,"Stanley, isaac (67696938)","None","Player 1 Win"
"Sunday On-Demand CC","Aug. 1, 2022, 9:34 a.m.","False",2,"Stanley, isaac (67696938)","Branham, Wayne (68971586)","Player 2 Win"
"Sunday On-Demand CC","Aug. 1, 2022, 9:34 a.m.","False",3,"Hoskins, Michael (17338373)","Stanley, isaac (67696938)","Player 1 Win"
"Thursday Flesh and Blood Locals","July 29, 2022, 9:18 a.m.","False",1,"Stanley, isaac (67696938)","None","Player 1 Win"
"Thursday Flesh and Blood Locals","July 29, 2022, 9:18 a.m.","False",2,"Stanley, isaac (67696938)","Ward, John (24272686)","Player 1 Win"
"Thursday Flesh and Blood Locals","July 29, 2022, 9:18 a.m.","False",3,"Hoskins, Michael (17338373)","Stanley, isaac (67696938)","Player 1 Win"
"Draft on demand","July 28, 2022, 10 p.m.","False",1,"Stanley, isaac (67696938)","Hawks, Dakota (86729596)","Player 2 Win"
"Draft on demand","July 28, 2022, 10 p.m.","False",2,"Stamper, Patrick (98962536)","Stanley, isaac (67696938)","Player 1 Win"
"Draft on demand","July 28, 2022, 10 p.m.","False",3,"Hoskins, Michael (17338373)","Stanley, isaac (67696938)","Player 1 Win"
"CM Games Road to Nationals! 2022","July 23, 2022, noon","True",1,"Stanley, isaac (67696938)","VanBuren, Tyler (47747852)","Player 2 Win"
"CM Games Road to Nationals! 2022","July 23, 2022, noon","True",2,"Stanley, isaac (67696938)","None","Player 1 Win"
"CM Games Road to Nationals! 2022","July 23, 2022, noon","True",3,"Treon, Michael (64687239)","Stanley, isaac (67696938)","Player 1 Win"
"CM Games Road to Nationals! 2022","July 23, 2022, noon","True",4,"Hoskins, Michael (17338373)","Stanley, isaac (67696938)","Player 1 Win"
"CM Games Road to Nationals! 2022","July 23, 2022, noon","True",5,"Stanley, isaac (67696938)","Bradford, Tyler (52659697)","Player 1 Win"
"Thursday Uprising Draft","July 22, 2022, 3:40 p.m.","False",1,"Stanley, isaac (67696938)","Hoskins, Michael (17338373)","Player 2 Win"
"Thursday Uprising Draft","July 22, 2022, 3:40 p.m.","False",2,"Stanley, isaac (67696938)","Ward, John (24272686)","Player 1 Win"
"Thursday Uprising Draft","July 22, 2022, 3:40 p.m.","False",3,"Hawks, Dakota (86729596)","Stanley, isaac (67696938)","Player 1 Win"
"Thursday Flesh and Blood Locals","July 22, 2022, 8:11 a.m.","False",1,"Stanley, isaac (67696938)","Richard, Paden (43822525)","Player 1 Win"
"Thursday Flesh and Blood Locals","July 22, 2022, 8:11 a.m.","False",2,"Tharp, Daniel (37218473)","Stanley, isaac (67696938)","Player 2 Win"
"Thursday Flesh and Blood Locals","July 22, 2022, 8:11 a.m.","False",3,"hodge, Caleb (75523316)","Stanley, isaac (67696938)","Player 1 Win"
"Thursday Flesh and Blood Locals","July 22, 2022, 8:11 a.m.","False",4,"Stanley, isaac (67696938)","Hawks, Dakota (86729596)","Player 2 Win"
"Epic Loot Road to Nationals Classic Constructed 7/17/22","July 17, 2022, noon","True",1,"Stanley, isaac (67696938)","Frye, Mathew (47988244)","Player 2 Win"
"Epic Loot Road to Nationals Classic Constructed 7/17/22","July 17, 2022, noon","True",2,"Stanley, isaac (67696938)","Kohls, Matt (33466896)","Player 2 Win"
"Epic Loot Road to Nationals Classic Constructed 7/17/22","July 17, 2022, noon","True",3,"Stanley, isaac (67696938)","Turner, James (21677795)","Player 2 Win"
"Epic Loot Road to Nationals Classic Constructed 7/17/22","July 17, 2022, noon","True",4,"DeHart, Red (53697234)","Stanley, isaac (67696938)","Player 2 Win"
"Epic Loot Road to Nationals Classic Constructed 7/17/22","July 17, 2022, noon","True",5,"Copp, Derek (22354411)","Stanley, isaac (67696938)","Player 2 Win"
"Epic Loot Road to Nationals Classic Constructed 7/17/22","July 17, 2022, noon","True",6,"Carson, Alexander (13562961)","Stanley, isaac (67696938)","Player 2 Win"
"Thursday Flesh and Blood Locals","July 8, 2022, 10:12 a.m.","False",1,"Hoskins, Michael (17338373)","Stanley, isaac (67696938)","Player 1 Win"
"Thursday Flesh and Blood Locals","July 8, 2022, 10:12 a.m.","False",2,"Syroney, George (75235895)","Stanley, isaac (67696938)","Player 2 Win"
"Thursday Flesh and Blood Locals","July 8, 2022, 10:12 a.m.","False",3,"Stanley, isaac (67696938)","Bradford, Tyler (52659697)","Player 1 Win"
"Thursday Flesh and Blood Locals","July 8, 2022, 10:12 a.m.","False",4,"Stanley, isaac (67696938)","Stamper, Patrick (98962536)","Player 2 Win"
"$10k Brawl (Classic Constructed)","June 25, 2022, 9:30 a.m.","False",1,"Stanley, isaac (67696938)","Darmody, Dennis (58744461)","Player 1 Win"
"$10k Brawl (Classic Constructed)","June 25, 2022, 9:30 a.m.","False",2,"Stanley, isaac (67696938)","Long, Timothy (19718495)","Player 1 Win"
"$10k Brawl (Classic Constructed)","June 25, 2022, 9:30 a.m.","False",3,"Stanley, isaac (67696938)","McDaniel, Travis (12467529)","Player 2 Win"
"$10k Brawl (Classic Constructed)","June 25, 2022, 9:30 a.m.","False",4,"Stanley, isaac (67696938)","Petersen, Logan (61371334)","Player 2 Win"
"$10k Brawl (Classic Constructed)","June 25, 2022, 9:30 a.m.","False",5,"Stanley, isaac (67696938)","Rattenni, Devin (28343336)","Player 2 Win"
"$10k Brawl (Classic Constructed)","June 25, 2022, 9:30 a.m.","False",6,"Stanley, isaac (67696938)","alvarado, carolina (33946756)","Player 1 Win"
"Friday Night Uprising Release Tournament","June 17, 2022, 9:45 p.m.","False",1,"Stanley, isaac (67696938)","Tharp, Daniel (37218473)","Player 1 Win"
"Friday Night Uprising Release Tournament","June 17, 2022, 9:45 p.m.","False",2,"Stanley, isaac (67696938)","Carlson, Daniel (51487828)","Player 2 Win"
"Friday Night Uprising Release Tournament","June 17, 2022, 9:45 p.m.","False",3,"Stanley, isaac (67696938)","Blowey, Mitchell (64811924)","Player 2 Win"
"Friday Night Uprising Release Tournament","June 17, 2022, 9:45 p.m.","False",4,"Stanley, isaac (67696938)","Ward, John (24272686)","Player 1 Win"
"Uprising Pre-Release Tournament","June 17, 2022, 6 p.m.","False",1,"Blowey, Mitchell (64811924)","Stanley, isaac (67696938)","Player 1 Win"
"Uprising Pre-Release Tournament","June 17, 2022, 6 p.m.","False",2,"Lewis, Jonathan (27657686)","Stanley, isaac (67696938)","Player 1 Win"
"Uprising Pre-Release Tournament","June 17, 2022, 6 p.m.","False",3,"Stanley, isaac (67696938)","Ward, John (24272686)","Player 2 Win"
"Uprising Pre-Release Tournament","June 17, 2022, 6 p.m.","False",4,"Carlson, Daniel (51487828)","Stanley, isaac (67696938)","Player 1 Win"
"Thursday Flesh and Blood Locals","June 9, 2022, 6:30 p.m.","False",1,"Stanley, isaac (67696938)","Stamper, Patrick (98962536)","Player 1 Win"
"Thursday Flesh and Blood Locals","June 9, 2022, 6:30 p.m.","False",2,"Stanley, isaac (67696938)","Richard, Paden (43822525)","Player 1 Win"
"Thursday Flesh and Blood Locals","June 9, 2022, 6:30 p.m.","False",3,"Hawks, Dakota (86729596)","Stanley, isaac (67696938)","Player 1 Win"
"ProQuest Q2 2022 Pack Fresh Hobby & Cards","June 4, 2022, 1 p.m.","True",1,"Stanley, isaac (67696938)","Knecht, Bryan (55254252)","Player 2 Win"
"ProQuest Q2 2022 Pack Fresh Hobby & Cards","June 4, 2022, 1 p.m.","True",2,"Mainzer, Jeremiah (88461242)","Stanley, isaac (67696938)","Player 1 Win"
"ProQuest Q2 2022 Pack Fresh Hobby & Cards","June 4, 2022, 1 p.m.","True",3,"Ryan, James (97259471)","Stanley, isaac (67696938)","Player 2 Win"
"ProQuest Q2 2022 Pack Fresh Hobby & Cards","June 4, 2022, 1 p.m.","True",4,"Knecht, Aiden (36832815)","Stanley, isaac (67696938)","Player 1 Win"
"ProQuest Q2 2022 Pack Fresh Hobby & Cards","June 4, 2022, 1 p.m.","True",5,"Stanley, isaac (67696938)","None","Player 1 Win"